Fertilizer,Temperature,Humidity,Moisture,Soil Type,Nitrogen,Potassium,Phosphorus
Muriate of Potash,23,52,60,Neutral/Alkaline,6,600,0
Muriate of Potash,28,63,60,Neutral/Alkaline,10,614,0
Muriate of Potash,32,68,51,Neutral/Alkaline,9,617,10
Muriate of Potash,28,60,59,Neutral/Alkaline,4,615,1
Muriate of Potash,33,60,44,Neutral/Alkaline,3,620,7
Muriate of Potash,35,60,46,Neutral/Alkaline,3,616,3
Muriate of Potash,31,58,48,Neutral/Alkaline,5,612,6
Muriate of Potash,28,75,44,Neutral/Alkaline,9,605,1
Muriate of Potash,28,66,54,Neutral/Alkaline,1,611,5
Muriate of Potash,23,68,58,Neutral/Alkaline,8,602,9
Muriate of Potash,23,69,48,Neutral/Alkaline,6,613,0
Muriate of Potash,21,65,48,Neutral/Alkaline,2,604,3
Muriate of Potash,23,74,45,Neutral/Alkaline,4,619,1
Muriate of Potash,32,59,60,Neutral/Alkaline,10,608,0
Muriate of Potash,20,67,52,Neutral/Alkaline,9,618,8
Muriate of Potash,20,62,48,Neutral/Alkaline,0,612,5
Muriate of Potash,26,72,52,Neutral/Alkaline,4,612,9
Muriate of Potash,24,50,52,Neutral/Alkaline,2,607,9
Muriate of Potash,30,51,56,Neutral/Alkaline,4,610,9
Muriate of Potash,20,60,49,Neutral/Alkaline,5,601,7
Muriate of Potash,33,62,54,Neutral/Alkaline,4,604,1
Muriate of Potash,20,51,40,Neutral/Alkaline,1,609,5
Muriate of Potash,31,69,58,Neutral/Alkaline,10,617,1
Muriate of Potash,26,67,59,Neutral/Alkaline,8,606,2
Muriate of Potash,22,51,44,Neutral/Alkaline,3,619,3
Muriate of Potash,33,75,46,Neutral/Alkaline,2,619,1
Muriate of Potash,26,55,45,Neutral/Alkaline,5,617,6
Muriate of Potash,31,52,60,Neutral/Alkaline,2,601,2
Muriate of Potash,29,71,45,Neutral/Alkaline,8,615,1
Muriate of Potash,32,50,41,Neutral/Alkaline,7,607,4
Muriate of Potash,22,55,41,Neutral/Alkaline,0,607,9
Muriate of Potash,32,52,51,Neutral/Alkaline,6,601,6
Muriate of Potash,34,64,53,Neutral/Alkaline,6,608,4
Muriate of Potash,34,75,46,Neutral/Alkaline,7,620,2
Muriate of Potash,20,74,53,Neutral/Alkaline,5,610,8
Muriate of Potash,24,66,57,Neutral/Alkaline,9,614,3
Muriate of Potash,25,59,51,Neutral/Alkaline,2,606,9
Muriate of Potash,31,71,53,Neutral/Alkaline,1,603,1
Muriate of Potash,33,55,40,Neutral/Alkaline,5,609,8
Muriate of Potash,31,72,53,Neutral/Alkaline,1,617,10
Muriate of Potash,20,66,59,Neutral/Alkaline,0,600,4
Muriate of Potash,32,65,53,Neutral/Alkaline,10,603,3
Muriate of Potash,32,66,47,Neutral/Alkaline,2,604,10
Muriate of Potash,20,74,40,Neutral/Alkaline,9,618,5
Muriate of Potash,25,67,53,Neutral/Alkaline,0,601,6
Muriate of Potash,32,65,58,Neutral/Alkaline,0,617,1
Muriate of Potash,35,70,51,Neutral/Alkaline,7,609,7
Muriate of Potash,22,64,54,Neutral/Alkaline,7,613,2
Muriate of Potash,30,65,50,Neutral/Alkaline,10,602,7
Muriate of Potash,35,67,56,Neutral/Alkaline,9,603,9
Muriate of Potash,23,53,58,Neutral/Alkaline,7,617,1
Sulphate of Potash,29,60,47,All soil types,3,519,3
Sulphate of Potash,28,55,35,All soil types,3,504,4
Sulphate of Potash,26,53,36,All soil types,8,500,0
Sulphate of Potash,29,46,46,All soil types,3,516,2
Sulphate of Potash,22,60,39,All soil types,1,526,7
Sulphate of Potash,32,45,48,All soil types,0,525,5
Sulphate of Potash,27,64,46,All soil types,6,528,1
Sulphate of Potash,22,65,36,All soil types,5,518,7
Sulphate of Potash,23,45,37,All soil types,7,519,0
Sulphate of Potash,21,60,41,All soil types,4,511,6
Sulphate of Potash,30,62,45,All soil types,8,516,10
Sulphate of Potash,26,61,46,All soil types,2,504,0
Sulphate of Potash,24,45,35,All soil types,0,505,7
Sulphate of Potash,30,58,38,All soil types,6,520,4
Sulphate of Potash,26,47,47,All soil types,3,517,6
Sulphate of Potash,29,49,39,All soil types,5,501,1
Sulphate of Potash,18,50,36,All soil types,3,513,4
Sulphate of Potash,28,64,40,All soil types,8,508,7
Sulphate of Potash,24,46,45,All soil types,0,521,9
Sulphate of Potash,32,65,46,All soil types,5,503,6
Sulphate of Potash,19,47,40,All soil types,7,519,4
Sulphate of Potash,20,65,43,All soil types,8,525,6
Sulphate of Potash,27,46,49,All soil types,6,505,1
Sulphate of Potash,29,63,36,All soil types,9,500,3
Sulphate of Potash,18,55,38,All soil types,6,508,10
Sulphate of Potash,18,63,37,All soil types,1,530,1
Sulphate of Potash,21,45,36,All soil types,2,523,5
Sulphate of Potash,29,62,49,All soil types,1,530,0
Sulphate of Potash,26,54,49,All soil types,1,516,5
Sulphate of Potash,25,53,46,All soil types,3,530,5
Sulphate of Potash,18,57,50,All soil types,5,525,10
Sulphate of Potash,27,59,40,All soil types,2,515,2
Sulphate of Potash,25,57,39,All soil types,4,519,9
Sulphate of Potash,24,50,45,All soil types,0,519,8
Sulphate of Potash,31,53,44,All soil types,1,528,0
Sulphate of Potash,19,51,38,All soil types,6,502,0
Sulphate of Potash,27,56,50,All soil types,10,511,10
Sulphate of Potash,22,53,37,All soil types,0,512,1
Sulphate of Potash,23,58,38,All soil types,9,510,7
Sulphate of Potash,19,52,46,All soil types,2,508,8
Sulphate of Potash,32,63,37,All soil types,4,527,3
Sulphate of Potash,27,63,46,All soil types,6,529,6
Sulphate of Potash,23,60,37,All soil types,3,529,0
Sulphate of Potash,20,59,42,All soil types,0,521,10
Sulphate of Potash,28,58,39,All soil types,4,506,6
Sulphate of Potash,22,62,44,All soil types,2,501,5
Sulphate of Potash,27,50,42,All soil types,9,518,0
Sulphate of Potash,22,65,39,All soil types,8,526,2
Sulphate of Potash,24,63,49,All soil types,2,505,2
Sulphate of Potash,30,53,48,All soil types,2,511,1
Sulphate of Potash,32,56,39,All soil types,0,520,0
Sulphate of Potash,24,56,45,All soil types,8,505,3
Sulphate of Potash,22,51,40,All soil types,5,505,7
Sulphate of Potash,26,65,45,All soil types,8,500,4
Sulphate of Potash,29,53,37,All soil types,1,508,5
Sulphate of Potash,28,54,41,All soil types,9,505,6
Sulphate of Potash,24,50,49,All soil types,0,529,0
Sulphate of Potash,27,50,42,All soil types,0,523,6
Sulphate of Potash,24,64,37,All soil types,6,523,10
Sulphate of Potash,32,58,37,All soil types,2,506,5
Sulphate of Potash,20,51,44,All soil types,9,500,6
Sulphate of Potash,22,54,47,All soil types,10,502,3
Sulphate of Potash,20,46,42,All soil types,4,514,5
Sulphate of Potash,22,56,42,All soil types,6,526,5
Sulphate of Potash,25,59,44,All soil types,9,507,1
Sulphate of Potash,21,62,49,All soil types,2,522,7
Sulphate of Potash,28,52,42,All soil types,8,502,8
Sulphate of Potash,25,63,49,All soil types,1,521,0
Sulphate of Potash,20,53,49,All soil types,9,518,7
Sulphate of Potash,28,52,39,All soil types,0,506,6
Sulphate of Potash,32,59,45,All soil types,7,511,0
Sulphate of Potash,21,47,49,All soil types,8,525,3
Sulphate of Potash,28,60,49,All soil types,3,526,6
Sulphate of Potash,20,57,44,All soil types,5,501,9
Sulphate of Potash,18,45,45,All soil types,9,513,5
Sulphate of Potash,30,63,46,All soil types,1,522,4
Sulphate of Potash,28,60,47,All soil types,10,509,6
Sulphate of Potash,26,54,44,All soil types,10,508,1
Sulphate of Potash,32,47,45,All soil types,4,501,6
Sulphate of Potash,28,57,43,All soil types,6,513,6
Sulphate of Potash,19,53,40,All soil types,8,511,3
Sulphate of Potash,31,45,38,All soil types,9,510,0
Sulphate of Potash,26,63,50,All soil types,9,512,10
Sulphate of Potash,31,53,40,All soil types,10,530,6
Sulphate of Potash,23,60,45,All soil types,5,516,6
Sulphate of Potash,21,63,40,All soil types,6,522,3
Sulphate of Potash,29,65,39,All soil types,9,508,8
Sulphate of Potash,21,59,44,All soil types,5,530,10
Sulphate of Potash,29,50,36,All soil types,9,528,0
Sulphate of Potash,30,56,36,All soil types,4,528,8
Sulphate of Potash,27,51,40,All soil types,9,506,5
Sulphate of Potash,21,53,50,All soil types,7,529,10
Sulphate of Potash,29,62,49,All soil types,2,529,9
Sulphate of Potash,31,46,39,All soil types,7,502,8
Sulphate of Potash,32,51,48,All soil types,0,506,2
Sulphate of Potash,26,62,49,All soil types,9,526,5
Sulphate of Potash,31,62,37,All soil types,5,501,4
Sulphate of Potash,22,45,38,All soil types,9,518,4
Sulphate of Potash,32,64,43,All soil types,9,504,5
Sulphate of Potash,24,63,36,All soil types,3,509,3
Potassium Nitrate,20,65,58,All soil types,147,381,2
Potassium Nitrate,24,56,58,All soil types,148,383,9
Potassium Nitrate,25,67,40,All soil types,130,393,4
Potassium Nitrate,35,52,60,All soil types,131,390,8
Potassium Nitrate,32,59,60,All soil types,144,390,10
Potassium Nitrate,31,70,46,All soil types,135,387,2
Potassium Nitrate,32,57,53,All soil types,137,389,1
Potassium Nitrate,32,57,44,All soil types,142,396,7
Potassium Nitrate,21,63,45,All soil types,141,399,4
Potassium Nitrate,30,51,58,All soil types,144,391,7
Potassium Nitrate,21,62,58,All soil types,142,394,8
Potassium Nitrate,34,66,46,All soil types,149,391,9
Potassium Nitrate,26,60,52,All soil types,146,397,7
Potassium Nitrate,20,61,54,All soil types,140,400,1
Potassium Nitrate,29,70,44,All soil types,139,393,2
Potassium Nitrate,28,50,50,All soil types,142,391,3
Potassium Nitrate,25,54,50,All soil types,135,383,0
Potassium Nitrate,28,62,46,All soil types,136,400,3
Potassium Nitrate,25,55,47,All soil types,133,391,8
Potassium Nitrate,34,69,40,All soil types,150,395,5
Potassium Nitrate,24,51,44,All soil types,147,383,2
Potassium Nitrate,29,56,53,All soil types,135,389,5
Potassium Nitrate,34,63,52,All soil types,137,387,1
Potassium Nitrate,22,68,40,All soil types,147,380,8
Potassium Nitrate,22,68,40,All soil types,134,388,4
Potassium Nitrate,35,61,41,All soil types,150,385,10
Potassium Nitrate,22,60,42,All soil types,132,384,4
Potassium Nitrate,33,54,54,All soil types,131,400,6
Potassium Nitrate,33,54,54,All soil types,133,386,0
Potassium Nitrate,35,65,44,All soil types,134,390,9
Potassium Nitrate,25,52,49,All soil types,134,383,6
Potassium Nitrate,25,64,42,All soil types,138,394,1
Potassium Nitrate,27,68,55,All soil types,133,393,9
Potassium Nitrate,20,66,48,All soil types,139,383,0
Potassium Nitrate,24,55,41,All soil types,142,399,4
Potassium Nitrate,34,56,54,All soil types,143,394,8
Potassium Nitrate,24,58,49,All soil types,131,385,0
Potassium Nitrate,26,69,48,All soil types,136,392,3
Potassium Nitrate,26,51,57,All soil types,150,381,1
Potassium Nitrate,23,54,53,All soil types,139,400,4
Potassium Nitrate,33,58,44,All soil types,144,391,7
Potassium Nitrate,28,63,49,All soil types,142,385,2
Potassium Nitrate,24,55,43,All soil types,143,398,5
Potassium Nitrate,22,67,56,All soil types,137,398,4
Potassium Nitrate,30,70,40,All soil types,146,387,8
Potassium Nitrate,21,68,52,All soil types,131,390,1
Potassium Nitrate,23,69,43,All soil types,135,392,5
Potassium Nitrate,33,61,46,All soil types,144,397,4
Potassium Nitrate,33,65,42,All soil types,139,383,8
Potassium Nitrate,28,61,52,All soil types,146,380,10
Potassium Nitrate,21,69,55,All soil types,131,384,4
Potassium Nitrate,26,65,52,All soil types,145,381,3
Potassium Nitrate,26,66,50,All soil types,138,383,3
Potassium Nitrate,21,58,46,All soil types,146,390,3
Potassium Nitrate,35,57,51,All soil types,142,395,2
Potassium Nitrate,31,69,59,All soil types,138,380,3
Potassium Nitrate,32,59,55,All soil types,131,394,7
Potassium Nitrate,28,64,60,All soil types,146,383,8
Potassium Nitrate,24,54,44,All soil types,140,397,5
Potassium Nitrate,26,64,58,All soil types,139,398,1
Potassium Nitrate,32,68,43,All soil types,144,399,0
Potassium Nitrate,29,60,57,All soil types,142,386,1
Potassium Nitrate,27,50,44,All soil types,143,393,10
Potassium Nitrate,31,62,52,All soil types,134,383,9
Potassium Nitrate,28,53,50,All soil types,137,383,4
Potassium Nitrate,22,50,48,All soil types,144,386,2
Potassium Nitrate,31,52,49,All soil types,135,387,9
Potassium Nitrate,23,67,44,All soil types,146,398,10
Potassium Nitrate,21,61,48,All soil types,131,394,3
Potassium Nitrate,20,69,55,All soil types,149,400,4
Potassium Nitrate,33,65,54,All soil types,139,393,1
Potassium Nitrate,22,55,44,All soil types,142,384,0
Potassium Nitrate,25,52,54,All soil types,150,396,3
Potassium Nitrate,34,55,49,All soil types,136,390,7
Potassium Nitrate,24,64,41,All soil types,150,395,10
Potassium Nitrate,30,61,48,All soil types,140,397,10
Potassium Nitrate,22,66,56,All soil types,146,380,4
Potassium Nitrate,27,51,42,All soil types,150,389,7
Potassium Nitrate,31,65,49,All soil types,137,385,3
Potassium Nitrate,20,56,44,All soil types,138,398,2
Potassium Nitrate,21,68,53,All soil types,148,386,10
Potassium Nitrate,31,66,43,All soil types,145,399,3
Potassium Nitrate,30,54,54,All soil types,139,399,10
Potassium Nitrate,32,57,45,All soil types,148,381,9
Potassium Nitrate,34,54,57,All soil types,138,400,9
Potassium Nitrate,30,62,58,All soil types,139,383,7
Potassium Nitrate,21,65,55,All soil types,148,394,0
Potassium Nitrate,29,60,40,All soil types,139,390,7
Potassium Nitrate,28,63,54,All soil types,131,388,8
Potassium Nitrate,34,67,46,All soil types,149,384,7
Potassium Nitrate,21,57,56,All soil types,144,395,8
Potassium Nitrate,23,70,57,All soil types,148,395,6
Potassium Nitrate,33,54,41,All soil types,150,387,1
Potassium Nitrate,28,50,59,All soil types,143,392,7
Potassium Nitrate,32,61,60,All soil types,139,394,8
Potassium Nitrate,20,69,43,All soil types,148,394,9
Potassium Nitrate,35,70,42,All soil types,140,387,6
Potassium Nitrate,25,67,40,All soil types,142,384,1
Potassium Nitrate,34,60,48,All soil types,131,393,2
Potassium Nitrate,34,59,51,All soil types,143,395,6
10-10-10,30,56,55,All soil types,100,100,100
10-10-10,24,70,53,All soil types,100,100,100
10-10-10,31,69,56,All soil types,100,100,100
10-10-10,32,56,44,All soil types,100,100,100
10-10-10,30,59,50,All soil types,100,100,100
10-10-10,32,67,48,All soil types,100,100,100
10-10-10,24,54,40,All soil types,100,100,100
10-10-10,26,57,56,All soil types,100,100,100
10-10-10,28,70,40,All soil types,100,100,100
10-10-10,24,65,49,All soil types,100,100,100
10-10-10,24,56,50,All soil types,100,100,100
10-10-10,30,55,41,All soil types,100,100,100
10-10-10,26,54,47,All soil types,100,100,100
10-10-10,30,64,55,All soil types,100,100,100
10-10-10,24,51,55,All soil types,100,100,100
10-10-10,27,63,47,All soil types,100,100,100
10-10-10,30,62,46,All soil types,100,100,100
10-10-10,29,54,52,All soil types,100,100,100
10-10-10,20,51,54,All soil types,100,100,100
10-10-10,31,68,47,All soil types,100,100,100
10-10-10,30,64,50,All soil types,100,100,100
10-10-10,30,58,58,All soil types,100,100,100
10-10-10,25,50,55,All soil types,100,100,100
10-10-10,25,68,57,All soil types,100,100,100
10-10-10,32,57,43,All soil types,100,100,100
10-10-10,31,57,49,All soil types,100,100,100
10-10-10,32,52,60,All soil types,100,100,100
10-10-10,25,67,40,All soil types,100,100,100
10-10-10,32,62,42,All soil types,100,100,100
10-10-10,26,60,56,All soil types,100,100,100
10-10-10,20,69,46,All soil types,100,100,100
10-10-10,32,54,47,All soil types,100,100,100
10-10-10,24,56,52,All soil types,100,100,100
10-10-10,29,62,49,All soil types,100,100,100
10-10-10,32,54,60,All soil types,100,100,100
10-10-10,28,56,58,All soil types,100,100,100
10-10-10,31,59,55,All soil types,100,100,100
10-10-10,22,58,51,All soil types,100,100,100
10-10-10,21,58,46,All soil types,100,100,100
10-10-10,32,66,60,All soil types,100,100,100
10-10-10,20,70,50,All soil types,100,100,100
10-10-10,23,65,41,All soil types,100,100,100
10-10-10,20,63,46,All soil types,100,100,100
10-10-10,28,64,50,All soil types,100,100,100
10-10-10,30,62,43,All soil types,100,100,100
10-10-10,32,70,44,All soil types,100,100,100
10-10-10,31,69,56,All soil types,100,100,100
10-10-10,31,59,58,All soil types,100,100,100
10-10-10,23,67,53,All soil types,100,100,100
10-10-10,32,50,40,All soil types,100,100,100
10-10-10,30,65,56,All soil types,100,100,100
10-10-10,27,61,56,All soil types,100,100,100
10-10-10,26,58,58,All soil types,100,100,100
10-10-10,25,67,60,All soil types,100,100,100
10-10-10,28,50,60,All soil types,100,100,100
10-10-10,29,50,57,All soil types,100,100,100
10-10-10,31,64,59,All soil types,100,100,100
10-10-10,31,51,58,All soil types,100,100,100
10-10-10,31,60,41,All soil types,100,100,100
10-10-10,25,58,55,All soil types,100,100,100
10-10-10,22,56,54,All soil types,100,100,100
10-10-10,28,52,41,All soil types,100,100,100
10-10-10,30,64,59,All soil types,100,100,100
10-10-10,28,69,59,All soil types,100,100,100
10-10-10,25,62,52,All soil types,100,100,100
10-10-10,20,54,60,All soil types,100,100,100
10-10-10,26,58,44,All soil types,100,100,100
10-10-10,26,52,45,All soil types,100,100,100
10-10-10,32,50,57,All soil types,100,100,100
10-10-10,20,63,43,All soil types,100,100,100
10-10-10,20,66,41,All soil types,100,100,100
10-10-10,20,61,52,All soil types,100,100,100
10-10-10,28,68,44,All soil types,100,100,100
10-10-10,31,61,44,All soil types,100,100,100
10-10-10,30,62,55,All soil types,100,100,100
10-10-10,25,52,54,All soil types,100,100,100
10-10-10,31,62,44,All soil types,100,100,100
10-10-10,21,65,48,All soil types,100,100,100
10-10-10,28,65,43,All soil types,100,100,100
10-10-10,30,62,56,All soil types,100,100,100
10-10-10,23,62,55,All soil types,100,100,100
10-10-10,32,67,49,All soil types,100,100,100
10-10-10,30,65,41,All soil types,100,100,100
10-10-10,25,70,60,All soil types,100,100,100
10-10-10,21,50,52,All soil types,100,100,100
10-10-10,29,62,60,All soil types,100,100,100
10-10-10,32,57,43,All soil types,100,100,100
10-10-10,23,56,53,All soil types,100,100,100
10-10-10,22,53,60,All soil types,100,100,100
10-10-10,25,58,57,All soil types,100,100,100
10-10-10,24,63,56,All soil types,100,100,100
10-10-10,28,65,55,All soil types,100,100,100
10-10-10,22,69,49,All soil types,100,100,100
10-10-10,28,58,41,All soil types,100,100,100
10-10-10,31,56,40,All soil types,100,100,100
10-10-10,24,55,51,All soil types,100,100,100
10-10-10,32,67,55,All soil types,100,100,100
10-10-10,23,64,43,All soil types,100,100,100
10-10-10,22,65,59,All soil types,100,100,100
10-10-10,25,57,43,All soil types,100,100,100
Nitrophosphate,26,52,36,Neutral/Slightly Acidic,136,3,199
Nitrophosphate,18,64,48,Neutral/Slightly Acidic,127,20,182
Nitrophosphate,27,49,49,Neutral/Slightly Acidic,129,13,191
Nitrophosphate,30,55,44,Neutral/Slightly Acidic,133,17,180
Nitrophosphate,27,47,47,Neutral/Slightly Acidic,135,15,192
Nitrophosphate,28,65,48,Neutral/Slightly Acidic,123,3,190
Nitrophosphate,29,57,35,Neutral/Slightly Acidic,127,11,194
Nitrophosphate,19,55,38,Neutral/Slightly Acidic,125,8,193
Nitrophosphate,25,58,42,Neutral/Slightly Acidic,128,6,183
Nitrophosphate,28,63,50,Neutral/Slightly Acidic,132,0,190
Nitrophosphate,20,58,46,Neutral/Slightly Acidic,121,18,191
Nitrophosphate,29,46,49,Neutral/Slightly Acidic,127,2,180
Nitrophosphate,21,49,47,Neutral/Slightly Acidic,120,3,182
Nitrophosphate,18,54,39,Neutral/Slightly Acidic,123,13,198
Nitrophosphate,29,48,49,Neutral/Slightly Acidic,129,18,193
Nitrophosphate,26,50,37,Neutral/Slightly Acidic,134,12,185
Nitrophosphate,28,62,44,Neutral/Slightly Acidic,124,13,184
Nitrophosphate,28,52,38,Neutral/Slightly Acidic,134,6,198
Nitrophosphate,19,55,41,Neutral/Slightly Acidic,122,5,181
Nitrophosphate,22,54,37,Neutral/Slightly Acidic,127,20,184
Nitrophosphate,20,47,46,Neutral/Slightly Acidic,134,4,191
Nitrophosphate,20,47,37,Neutral/Slightly Acidic,137,0,192
Nitrophosphate,19,49,48,Neutral/Slightly Acidic,138,17,191
Nitrophosphate,21,48,49,Neutral/Slightly Acidic,139,15,200
Nitrophosphate,25,51,46,Neutral/Slightly Acidic,135,13,180
Nitrophosphate,28,55,42,Neutral/Slightly Acidic,128,2,192
Nitrophosphate,26,48,39,Neutral/Slightly Acidic,126,11,184
Nitrophosphate,18,54,39,Neutral/Slightly Acidic,136,15,186
Nitrophosphate,29,55,42,Neutral/Slightly Acidic,122,1,183
Nitrophosphate,26,65,41,Neutral/Slightly Acidic,140,6,186
Nitrophosphate,30,50,48,Neutral/Slightly Acidic,122,18,187
Nitrophosphate,18,60,35,Neutral/Slightly Acidic,136,16,197
Nitrophosphate,27,62,47,Neutral/Slightly Acidic,122,3,194
Nitrophosphate,20,59,39,Neutral/Slightly Acidic,126,20,193
Nitrophosphate,30,48,48,Neutral/Slightly Acidic,137,20,186
Nitrophosphate,22,49,47,Neutral/Slightly Acidic,127,15,193
Nitrophosphate,23,62,46,Neutral/Slightly Acidic,124,14,185
Nitrophosphate,27,52,36,Neutral/Slightly Acidic,132,13,197
Nitrophosphate,23,64,36,Neutral/Slightly Acidic,123,14,196
Nitrophosphate,26,60,38,Neutral/Slightly Acidic,127,16,198
Nitrophosphate,19,65,38,Neutral/Slightly Acidic,138,4,194
Nitrophosphate,29,58,45,Neutral/Slightly Acidic,131,20,181
Nitrophosphate,27,60,50,Neutral/Slightly Acidic,135,11,181
Nitrophosphate,21,58,40,Neutral/Slightly Acidic,130,10,197
Nitrophosphate,23,63,49,Neutral/Slightly Acidic,121,1,184
Nitrophosphate,19,64,43,Neutral/Slightly Acidic,135,12,198
Nitrophosphate,25,56,45,Neutral/Slightly Acidic,138,20,189
Nitrophosphate,23,51,47,Neutral/Slightly Acidic,138,10,182
Nitrophosphate,20,58,36,Neutral/Slightly Acidic,126,0,191
Nitrophosphate,21,55,49,Neutral/Slightly Acidic,125,14,187
Nitrophosphate,25,54,41,Neutral/Slightly Acidic,129,15,200
Nitrophosphate,29,63,49,Neutral/Slightly Acidic,120,13,195
Nitrophosphate,24,54,49,Neutral/Slightly Acidic,126,13,183
Nitrophosphate,19,61,40,Neutral/Slightly Acidic,129,12,199
Nitrophosphate,25,49,47,Neutral/Slightly Acidic,121,20,180
Nitrophosphate,23,48,39,Neutral/Slightly Acidic,136,14,195
Nitrophosphate,20,46,46,Neutral/Slightly Acidic,134,10,180
Nitrophosphate,21,47,41,Neutral/Slightly Acidic,124,13,183
Nitrophosphate,29,54,37,Neutral/Slightly Acidic,138,16,182
Nitrophosphate,24,61,42,Neutral/Slightly Acidic,128,3,196
Nitrophosphate,28,53,45,Neutral/Slightly Acidic,140,12,184
Nitrophosphate,26,58,36,Neutral/Slightly Acidic,137,10,183
Nitrophosphate,21,60,46,Neutral/Slightly Acidic,128,19,182
Nitrophosphate,19,57,41,Neutral/Slightly Acidic,123,8,195
Nitrophosphate,26,51,41,Neutral/Slightly Acidic,129,5,197
Nitrophosphate,23,52,45,Neutral/Slightly Acidic,128,19,180
Nitrophosphate,19,62,48,Neutral/Slightly Acidic,135,17,190
Nitrophosphate,30,55,41,Neutral/Slightly Acidic,129,9,192
Nitrophosphate,28,58,45,Neutral/Slightly Acidic,129,10,181
Nitrophosphate,27,50,49,Neutral/Slightly Acidic,137,16,191
Nitrophosphate,28,47,43,Neutral/Slightly Acidic,122,15,189
Nitrophosphate,25,58,48,Neutral/Slightly Acidic,133,1,185
Nitrophosphate,29,55,48,Neutral/Slightly Acidic,120,13,192
Nitrophosphate,29,57,49,Neutral/Slightly Acidic,121,20,183
Nitrophosphate,23,58,36,Neutral/Slightly Acidic,130,4,184
Nitrophosphate,22,64,48,Neutral/Slightly Acidic,130,15,188
Nitrophosphate,21,64,43,Neutral/Slightly Acidic,120,8,181
Nitrophosphate,27,52,39,Neutral/Slightly Acidic,129,0,194
Nitrophosphate,25,49,46,Neutral/Slightly Acidic,133,10,182
Nitrophosphate,30,61,49,Neutral/Slightly Acidic,136,16,184
Nitrophosphate,24,62,50,Neutral/Slightly Acidic,131,8,197
Nitrophosphate,18,50,38,Neutral/Slightly Acidic,132,0,190
Nitrophosphate,21,46,39,Neutral/Slightly Acidic,124,3,192
Nitrophosphate,21,58,40,Neutral/Slightly Acidic,133,8,200
Nitrophosphate,24,60,43,Neutral/Slightly Acidic,129,1,192
Nitrophosphate,18,48,40,Neutral/Slightly Acidic,138,1,181
Nitrophosphate,24,49,50,Neutral/Slightly Acidic,121,9,180
Nitrophosphate,26,62,42,Neutral/Slightly Acidic,128,19,198
Nitrophosphate,30,60,43,Neutral/Slightly Acidic,138,20,185
Nitrophosphate,21,56,46,Neutral/Slightly Acidic,140,19,183
Nitrophosphate,19,57,37,Neutral/Slightly Acidic,125,8,180
Nitrophosphate,29,52,36,Neutral/Slightly Acidic,123,11,181
Nitrophosphate,27,65,48,Neutral/Slightly Acidic,127,17,196
Nitrophosphate,29,50,35,Neutral/Slightly Acidic,122,17,192
Nitrophosphate,30,51,46,Neutral/Slightly Acidic,133,20,184
Nitrophosphate,21,63,47,Neutral/Slightly Acidic,128,12,200
Nitrophosphate,26,52,49,Neutral/Slightly Acidic,136,16,191
Nitrophosphate,23,58,35,Neutral/Slightly Acidic,122,2,186
Nitrophosphate,22,50,46,Neutral/Slightly Acidic,129,5,196
Nitrophosphate,19,53,50,Neutral/Slightly Acidic,120,0,189
Suphala,24,59,56,All soil types,114,107,111
Suphala,26,61,55,All soil types,112,109,113
Suphala,26,62,60,All soil types,112,102,120
Suphala,29,62,50,All soil types,106,108,107
Suphala,21,62,54,All soil types,107,120,104
Suphala,20,69,53,All soil types,104,107,109
Suphala,24,54,53,All soil types,103,105,109
Suphala,27,52,53,All soil types,118,115,115
Suphala,25,68,57,All soil types,104,105,119
Suphala,23,64,60,All soil types,109,104,113
Suphala,20,64,44,All soil types,118,113,117
Suphala,27,59,49,All soil types,101,116,108
Suphala,29,66,48,All soil types,113,101,102
Suphala,24,64,42,All soil types,110,120,107
Suphala,31,70,52,All soil types,106,100,119
Suphala,28,56,43,All soil types,120,107,118
Suphala,22,65,52,All soil types,104,108,119
Suphala,32,59,52,All soil types,101,110,107
Suphala,28,64,51,All soil types,106,114,117
Suphala,30,59,46,All soil types,103,102,114
Suphala,32,53,44,All soil types,112,106,102
Suphala,27,69,50,All soil types,103,118,115
Suphala,24,58,47,All soil types,106,100,107
Suphala,34,52,48,All soil types,102,104,116
Suphala,29,50,45,All soil types,109,120,113
Suphala,34,55,59,All soil types,108,111,105
Suphala,34,67,50,All soil types,118,108,119
Suphala,27,63,46,All soil types,103,111,110
Suphala,29,62,43,All soil types,111,117,101
Suphala,20,59,55,All soil types,115,100,108
Suphala,21,62,58,All soil types,102,112,109
Suphala,30,51,49,All soil types,100,104,118
Suphala,33,54,40,All soil types,106,118,100
Suphala,24,62,41,All soil types,113,105,110
Suphala,20,57,58,All soil types,105,107,119
Suphala,24,61,60,All soil types,113,117,114
Suphala,24,63,57,All soil types,109,106,116
Suphala,33,53,51,All soil types,104,110,114
Suphala,32,61,57,All soil types,100,111,102
Suphala,29,63,51,All soil types,111,102,112
Suphala,27,54,43,All soil types,111,119,105
Suphala,34,59,50,All soil types,110,109,111
Suphala,31,68,53,All soil types,108,117,102
Suphala,20,66,48,All soil types,116,110,117
Suphala,26,70,45,All soil types,120,101,108
Suphala,22,53,55,All soil types,105,106,100
Suphala,35,54,58,All soil types,114,105,112
Suphala,35,57,58,All soil types,120,109,115
Suphala,25,62,59,All soil types,115,103,115
Suphala,20,65,58,All soil types,110,101,102
